Path,validation_adam,dataset_name,SequenceType,validation_giovanna,validation_joanes,validation_pboehmsturm,validation_Susanne
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220721_092426_A210722_A210722_1_1_16.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220721_114454_B210722_B210722_1_1_57.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220721_114454_B210722_B210722_1_1_58.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220721_114454_B210722_B210722_1_1_59.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220721_114454_B210722_B210722_1_1_60.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220721_133832_C210722_C210722_1_1_100.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220721_133832_C210722_C210722_1_1_101.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220721_133832_C210722_C210722_1_1_98.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220721_133832_C210722_C210722_1_1_99.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_090124_A220722_A220722_1_1_17.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_090124_A220722_A220722_1_1_18.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_090124_A220722_A220722_1_1_19.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_090124_A220722_A220722_1_1_20.png,True,7_r_Se,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_113240_B220722_B220722_1_1_61.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_113240_B220722_B220722_1_1_62.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_113240_B220722_B220722_1_1_63.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_113240_B220722_B220722_1_1_64.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_133243_C220722_C220722_1_1_102.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_133243_C220722_C220722_1_1_103.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_133243_C220722_C220722_1_1_104.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220722_133243_C220722_C220722_1_1_105.png,False,7_r_Se,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_104854_A250722_A250722_1_1_21.png,True,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_104854_A250722_A250722_1_1_22.png,False,7_r_Se,anat,False,False,True,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_104854_A250722_A250722_1_1_23.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_104854_A250722_A250722_1_1_24.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_124630_B250722_B250722_1_1_65.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_124630_B250722_B250722_1_1_66.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_124630_B250722_B250722_1_1_67.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_124630_B250722_B250722_1_1_68.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_144251_C250722_C250722_1_1_106.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_144251_C250722_C250722_1_1_107.png,False,7_r_Se,anat,False,False,True,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_144251_C250722_C250722_1_1_108.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220725_144251_C250722_C250722_1_1_109.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_092255_A260722_A260722_1_1_25.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_092255_A260722_A260722_1_1_26.png,True,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_092255_A260722_A260722_1_1_27.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_092255_A260722_A260722_1_1_28.png,True,7_r_Se,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_112158_B260722_B260722_1_1_69.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_112158_B260722_B260722_1_1_70.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_112158_B260722_B260722_1_1_71.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_112158_B260722_B260722_1_1_72.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_133151_C260722_C260722_1_1_110.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_133151_C260722_C260722_1_1_111.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_133151_C260722_C260722_1_1_112.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220726_133151_C260722_C260722_1_1_113.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_093020_A270722_A270722_1_1_29.png,True,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_093020_A270722_A270722_1_1_30.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_093020_A270722_A270722_1_1_31.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_093020_A270722_A270722_1_1_32.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_093020_A270722_A270722_1_1_33.png,True,7_r_Se,anat,True,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_113451_B270722_B270722_1_1_73.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_113451_B270722_B270722_1_1_74.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_113451_B270722_B270722_1_1_75.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_113451_B270722_B270722_1_1_76.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_141849_C270722_C270722_1_1_114.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_141849_C270722_C270722_1_1_115.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_141849_C270722_C270722_1_1_116.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220727_141849_C270722_C270722_1_1_117.png,True,7_r_Se,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_092059_A280722_A280722_1_1_34.png,True,7_r_Se,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_092059_A280722_A280722_1_1_35.png,False,7_r_Se,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_092059_A280722_A280722_1_1_36.png,False,7_r_Se,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_092059_A280722_A280722_1_1_37.png,False,7_r_Se,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_112513_B280722_B280722_1_1_77.png,True,7_r_Se,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_112513_B280722_B280722_1_1_78.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_112513_B280722_B280722_1_1_79.png,False,7_r_Se,anat,True,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_112513_B280722_B280722_1_1_80.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_131918_C280722_C280722_1_1_118.png,True,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_131918_C280722_C280722_1_1_119.png,False,7_r_Se,anat,False,False,True,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_131918_C280722_C280722_1_1_120.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220728_131918_C280722_C280722_1_1_121.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_085531_A290722_A290722_1_1_38.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_085531_A290722_A290722_1_1_39.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_085531_A290722_A290722_1_1_40.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_085531_A290722_A290722_1_1_41.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_085531_A290722_A290722_1_1_42.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_085531_A290722_A290722_1_1_43.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_085531_A290722_A290722_1_1_44.png,True,7_r_Se,anat,True,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_113411_B290722_B290722_1_1_81.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_113411_B290722_B290722_1_1_82.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_113411_B290722_B290722_1_1_83.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_113411_B290722_B290722_1_1_84.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_113411_B290722_B290722_1_1_85.png,True,7_r_Se,anat,True,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_132847_C290722_C290722_1_1_122.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_132847_C290722_C290722_1_1_123.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_132847_C290722_C290722_1_1_124.png,False,7_r_Se,anat,True,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\anat_20220729_132847_C290722_C290722_1_1_125.png,False,7_r_Se,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_092345_A180722_A180722_1_1_1.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_092345_A180722_A180722_1_1_2.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_092345_A180722_A180722_1_1_3.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_092345_A180722_A180722_1_1_4.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_092345_A180722_A180722_1_1_5.png,True,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_092345_A180722_A180722_1_1_6.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_092345_A180722_A180722_1_1_7.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_112259_B180722_B180722_1_1_71.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_112259_B180722_B180722_1_1_72.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_112259_B180722_B180722_1_1_73.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_112259_B180722_B180722_1_1_74.png,True,7_r_Se,diff,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_112259_B180722_B180722_1_1_75.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_112259_B180722_B180722_1_1_76.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_112259_B180722_B180722_1_1_77.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_131545_C180722_C180722_1_1_140.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_131545_C180722_C180722_1_1_141.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_131545_C180722_C180722_1_1_142.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_131545_C180722_C180722_1_1_143.png,True,7_r_Se,diff,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_131545_C180722_C180722_1_1_144.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_131545_C180722_C180722_1_1_145.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220718_131545_C180722_C180722_1_1_146.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_092234_A190722_A190722_1_1_10.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_092234_A190722_A190722_1_1_11.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_092234_A190722_A190722_1_1_12.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_092234_A190722_A190722_1_1_13.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_092234_A190722_A190722_1_1_14.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_092234_A190722_A190722_1_1_8.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_092234_A190722_A190722_1_1_9.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_111618_B190722_B190722_1_1_78.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_111618_B190722_B190722_1_1_79.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_111618_B190722_B190722_1_1_80.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_111618_B190722_B190722_1_1_81.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_111618_B190722_B190722_1_1_82.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_111618_B190722_B190722_1_1_83.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_111618_B190722_B190722_1_1_84.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_131448_C190722_C190722_1_1_147.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_131448_C190722_C190722_1_1_148.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_131448_C190722_C190722_1_1_149.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_131448_C190722_C190722_1_1_150.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_131448_C190722_C190722_1_1_151.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_131448_C190722_C190722_1_1_152.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220719_131448_C190722_C190722_1_1_153.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_091506_A200722_A200722_1_1_15.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_091506_A200722_A200722_1_1_16.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_091506_A200722_A200722_1_1_17.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_091506_A200722_A200722_1_1_18.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_091506_A200722_A200722_1_1_19.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_091506_A200722_A200722_1_1_20.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_091506_A200722_A200722_1_1_21.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_111622_B200722_B200722_1_1_85.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_111622_B200722_B200722_1_1_86.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_111622_B200722_B200722_1_1_87.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_111622_B200722_B200722_1_1_88.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_111622_B200722_B200722_1_1_89.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_111622_B200722_B200722_1_1_90.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_111622_B200722_B200722_1_1_91.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_130925_C200722_C200722_1_1_154.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_130925_C200722_C200722_1_1_155.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_130925_C200722_C200722_1_1_156.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_130925_C200722_C200722_1_1_157.png,True,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_130925_C200722_C200722_1_1_158.png,True,7_r_Se,diff,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_130925_C200722_C200722_1_1_159.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220720_130925_C200722_C200722_1_1_160.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_092426_A210722_A210722_1_1_22.png,True,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_092426_A210722_A210722_1_1_23.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_092426_A210722_A210722_1_1_24.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_092426_A210722_A210722_1_1_25.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_092426_A210722_A210722_1_1_26.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_092426_A210722_A210722_1_1_27.png,False,7_r_Se,diff,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_092426_A210722_A210722_1_1_28.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_114454_B210722_B210722_1_1_92.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_114454_B210722_B210722_1_1_93.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_114454_B210722_B210722_1_1_94.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_114454_B210722_B210722_1_1_95.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_114454_B210722_B210722_1_1_96.png,False,7_r_Se,diff,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\7_r_Se\manual_slice_inspection\diff_20220721_114454_B210722_B210722_1_1_97.png,False,7_r_Se,diff,False,False,False,False
