Pathes;corresponding_img;One_class_SVM;IsolationForest;LocalOutlierFactor; EllipticEnvelope;statistical_method;Voting outliers (from 5);dataset;corresponding_img_Path;SequenceType;Valdiation_MA
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_SE_48.6v1\10;diff_irina_SE_48.6v1_125.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Hekamtyar\h01\anat\h004_f_KH_Elbers_Session1_11_1_1_20230706_140437466.nii;anat_anat_h004_f_KH_Elbers_Session1_11_1_1_20230706_140437466_1.png;TRUE;FALSE;FALSE;FALSE;TRUE;2;7_h_He;C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Hekamtyar\h03\anat\h004_f_KH_Elbers_Session1_44_1_1_20230706_140449398.nii;anat_anat_h004_f_KH_Elbers_Session1_44_1_1_20230706_140449398_3.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;7_h_He;C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Hekamtyar\h05\anat\h005_m_KH_Elbers_Session2_13_1_1_20230706_140249267.nii;anat_anat_h005_m_KH_Elbers_Session2_13_1_1_20230706_140249267_5.png;FALSE;FALSE;FALSE;TRUE;FALSE;1;7_h_He;C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Hekamtyar\h10\anat\h007_KH_Albers_TestingSession1_10_1_1.nii;anat_anat_h007_KH_Albers_TestingSession1_10_1_1_10.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_h_He;C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Hekamtyar\h01\func\h004_f_KH_Elbers_Session1_12_1_1_20230706_140447350.nii;func_func_h004_f_KH_Elbers_Session1_12_1_1_20230706_140447350_1.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;7_h_He;C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Hekamtyar\h02\func\h004_f_KH_Elbers_Session1_29_1_1_20230706_140434213.nii;func_func_h004_f_KH_Elbers_Session1_29_1_1_20230706_140434213_2.png;FALSE;FALSE;FALSE;TRUE;FALSE;1;7_h_He;C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Hekamtyar\h09\func\h006_m_KH_Albers_Session3_62_1_1_20230706_135347142.nii;func_func_h006_m_KH_Albers_Session3_62_1_1_20230706_135347142_9.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_h_He;C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\BoehmSturm_Zfp_1\Charite_Zfp_1\20170725_104127_20170725CH_Exp6_ZFPtm1a_M21_1_1\4;anat_20170725_104127_20170725CH_Exp6_ZFPtm1a_M21_1_1_3.png;FALSE;TRUE;FALSE;TRUE;FALSE;2;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210831_083718_20210831CH_Exp7_009991_1_1\10;anat_20210831_083718_20210831CH_Exp7_009991_1_1_6.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210901_084209_20210901CH_Exp7_010002_1_1\12;anat_20210901_084209_20210901CH_Exp7_010002_1_1_11.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Wuestenberg\20171214_TWU_FYI_8259.KV1\3;anat_20171214_TWU_FYI_8259.KV1_20.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Wuestenberg\20171218_TWU_FYI_8262.KZ1\3;anat_20171218_TWU_FYI_8262.KZ1_21.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\BoehmSturm_Zfp_2\Charite_Zfp_2\20170726_125221_20170726CH_Exp6_ZFPtm1a_M27_1_1\3;diff_20170726_125221_20170726CH_Exp6_ZFPtm1a_M27_1_1_5.png;FALSE;TRUE;FALSE;TRUE;TRUE;3;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210831_084002_20210831CH_Exp7_009992_1_1\3;diff_20210831_084002_20210831CH_Exp7_009992_1_1_11.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210831_084017_20210831CH_Exp7_009993_1_1\3;diff_20210831_084017_20210831CH_Exp7_009993_1_1_16.png;FALSE;FALSE;TRUE;FALSE;TRUE;2;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210831_084017_20210831CH_Exp7_009993_1_1\5;diff_20210831_084017_20210831CH_Exp7_009993_1_1_17.png;TRUE;FALSE;TRUE;FALSE;TRUE;3;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210831_084017_20210831CH_Exp7_009993_1_1\7;diff_20210831_084017_20210831CH_Exp7_009993_1_1_18.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210831_100303_20210831CH_Exp7_010004_1_1\3;diff_20210831_100303_20210831CH_Exp7_010004_1_1_21.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210901_084156_20210901CH_Exp7_001000_1_1\7;diff_20210901_084156_20210901CH_Exp7_001000_1_1_28.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\BoehmSturm_Zfp_1\Charite_Zfp_1\20170725_081150_20170725CH_Exp6_ZFPtm1a_M12_1_1\5;func_20170725_081150_20170725CH_Exp6_ZFPtm1a_M12_1_1_2.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\BoehmSturm_Zfp_1\Charite_Zfp_1\20170725_104127_20170725CH_Exp6_ZFPtm1a_M21_1_1\5;func_20170725_104127_20170725CH_Exp6_ZFPtm1a_M21_1_1_3.png;FALSE;FALSE;FALSE;TRUE;FALSE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\BoehmSturm_Zfp_2\Charite_Zfp_2\20170726_085856_20170726CH_Exp6_ZFPtm1a_M22_1_1\9;func_20170726_085856_20170726CH_Exp6_ZFPtm1a_M22_1_1_4.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_m_Bo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N005\ses-1\anat\sub-N005_ses-1_MDEFT.nii.gz;anat_anat_sub-N005_ses-1_MDEFT_4.png;TRUE;TRUE;TRUE;FALSE;FALSE;3;7_rab_Mu;C:\Users\aswen\Desktop\Code\Validation3\7_rab_Mu\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_3\20210509_154559_apoemouse_Catch_ALL_1449_L1_1_114-10-1-APOE_3D_RARE-(E10).nii.gz;anat_sub_3_20210509_154559_apoemouse_Catch_ALL_1449_L1_1_114-10-1-APOE_3D_RARE-(E10)_18.png;FALSE;FALSE;FALSE;TRUE;FALSE;1;7_m_Br;C:\Users\aswen\Desktop\Code\Validation3\7_m_Br\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_5\20211030_133103_apoemouse_Catch_ALL_C4_1888_1_284-03-1-APOE_3D_RARE-(E3).nii.gz;anat_sub_5_20211030_133103_apoemouse_Catch_ALL_C4_1888_1_284-03-1-APOE_3D_RARE-(E3)_20.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_m_Br;C:\Users\aswen\Desktop\Code\Validation3\7_m_Br\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_10\20220624_171056_apoemouse_P3_AT8469_2_57-12-1-uaDtiEpi_1000-(E12).nii.gz;diff_sub_10_20220624_171056_apoemouse_P3_AT8469_2_57-12-1-uaDtiEpi_1000-(E12)_5.png;FALSE;TRUE;FALSE;FALSE;TRUE;2;7_m_Br;C:\Users\aswen\Desktop\Code\Validation3\7_m_Br\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_11\20220625_132143_apoemouse_P3_FZ0270_2_58-07-1-uaDtiEpi_3000-(E7).nii.gz;diff_sub_11_20220625_132143_apoemouse_P3_FZ0270_2_58-07-1-uaDtiEpi_3000-(E7)_8.png;TRUE;TRUE;TRUE;TRUE;TRUE;5;7_m_Br;C:\Users\aswen\Desktop\Code\Validation3\7_m_Br\manual_slice_inspection;diff;TRUE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-67\ses-01\anat\sub-67_ses-01_acq-2_t2w.nii.gz;anat_anat_sub-67_ses-01_acq-2_t2w_635.png;TRUE;TRUE;TRUE;TRUE;TRUE;5;94_r_Fr;C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection;anat;TRUE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_14\brinton_PV_dataset02-10-1-dti_64Dirs_B_1000-(E10).nii.gz;diff_sub_14_brinton_PV_dataset02-10-1-dti_64Dirs_B_1000-(E10)_14.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Br;C:\Users\aswen\Desktop\Code\Validation3\7_m_Br\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_14\brinton_PV_dataset02-11-1-dti_64Dirs_B_2000-(E11).nii.gz;diff_sub_14_brinton_PV_dataset02-11-1-dti_64Dirs_B_2000-(E11)_15.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Br;C:\Users\aswen\Desktop\Code\Validation3\7_m_Br\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_9\20220607_172617_apoemouse_P3_AT7894_2_51-05-1-uaDtiEpi_3000-(E5).nii.gz;diff_sub_9_20220607_172617_apoemouse_P3_AT7894_2_51-05-1-uaDtiEpi_3000-(E5)_43.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;7_m_Br;C:\Users\aswen\Desktop\Code\Validation3\7_m_Br\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190521_130608_NeuroImaging_WT_INM_02_3_2\7;anat_20190521_130608_NeuroImaging_WT_INM_02_3_2_3.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_m_Ca;C:\Users\aswen\Desktop\Code\Validation3\7_m_Ca\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190521_141538_NeuroImaging_WT_INM_03_3_2\8;anat_20190521_141538_NeuroImaging_WT_INM_03_3_2_4.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;7_m_Ca;C:\Users\aswen\Desktop\Code\Validation3\7_m_Ca\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190521_153047_NeuroImaging_WT_INM_04_2_1\11;anat_20190521_153047_NeuroImaging_WT_INM_04_2_1_6.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;7_m_Ca;C:\Users\aswen\Desktop\Code\Validation3\7_m_Ca\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190527_103014_NeuroImaging_WT_INM_F_04_2_1\8;anat_20190527_103014_NeuroImaging_WT_INM_F_04_2_1_16.png;FALSE;FALSE;FALSE;TRUE;FALSE;1;7_m_Ca;C:\Users\aswen\Desktop\Code\Validation3\7_m_Ca\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190527_114012_NeuroImaging_WT_INM_F_05_2_1\6;anat_20190527_114012_NeuroImaging_WT_INM_F_05_2_1_17.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;7_m_Ca;C:\Users\aswen\Desktop\Code\Validation3\7_m_Ca\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190521_201756_NeuroImaging_WT_INM_08_2_1\8;diff_20190521_201756_NeuroImaging_WT_INM_08_2_1_6.png;FALSE;FALSE;FALSE;TRUE;TRUE;2;7_m_Ca;C:\Users\aswen\Desktop\Code\Validation3\7_m_Ca\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190522_120754_NeuroImaging_WT_INM_10_2_1\8;diff_20190522_120754_NeuroImaging_WT_INM_10_2_1_8.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Ca;C:\Users\aswen\Desktop\Code\Validation3\7_m_Ca\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190523_193113_NeuroImaging_WT_INM_F_03_2_1\10;diff_20190523_193113_NeuroImaging_WT_INM_F_03_2_1_11.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_m_Ca;C:\Users\aswen\Desktop\Code\Validation3\7_m_Ca\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190527_140050_NeuroImaging_WT_INM_F_07_2_1\8;diff_20190527_140050_NeuroImaging_WT_INM_F_07_2_1_15.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;7_m_Ca;C:\Users\aswen\Desktop\Code\Validation3\7_m_Ca\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190527_175023_NeuroImaging_WT_INM_F_09_2_1\8;diff_20190527_175023_NeuroImaging_WT_INM_F_09_2_1_17.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Ca;C:\Users\aswen\Desktop\Code\Validation3\7_m_Ca\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_RARE_fette_assiali_20120724165239_2.nii.gz;anat_Longo_Longo_dicom_RARE_fette_assiali_20120724165239_2_53.png;FALSE;TRUE;TRUE;FALSE;FALSE;2;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_RARE_fette_assiali_20120724165239_2a.nii.gz;anat_Longo_Longo_dicom_RARE_fette_assiali_20120724165239_2a_54.png;FALSE;TRUE;TRUE;FALSE;FALSE;2;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_EPI-diffusion-map_20120629170058_5.nii.gz;diff_Longo_Longo_dicom_EPI-diffusion-map_20120629170058_5_13.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_EPI-diffusion-map_20120629170058_5a.nii.gz;diff_Longo_Longo_dicom_EPI-diffusion-map_20120629170058_5a_14.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_EPI-diffusion-map_20120718153138_5.nii.gz;diff_Longo_Longo_dicom_EPI-diffusion-map_20120718153138_5_15.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_EPI-diffusion-map_20120718153138_5a.nii.gz;diff_Longo_Longo_dicom_EPI-diffusion-map_20120718153138_5a_16.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_EPI-diffusion-map_20120724165239_5.nii.gz;diff_Longo_Longo_dicom_EPI-diffusion-map_20120724165239_5_17.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_EPI-diffusion-map_20120724165239_5a.nii.gz;diff_Longo_Longo_dicom_EPI-diffusion-map_20120724165239_5a_18.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_EPI-diffusion-map_20121004102026_5.nii.gz;diff_Longo_Longo_dicom_EPI-diffusion-map_20121004102026_5_23.png;TRUE;FALSE;FALSE;FALSE;TRUE;2;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_EPI-diffusion-map_20121004102026_5a.nii.gz;diff_Longo_Longo_dicom_EPI-diffusion-map_20121004102026_5a_24.png;TRUE;FALSE;FALSE;FALSE;TRUE;2;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_EPI-diffusion-map_20121025104933_5.nii.gz;diff_Longo_Longo_dicom_EPI-diffusion-map_20121025104933_5_25.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Longo\Longo_dicom_EPI-diffusion-map_20121025104933_5a.nii.gz;diff_Longo_Longo_dicom_EPI-diffusion-map_20121025104933_5a_26.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;7_m_Lo;C:\Users\aswen\Desktop\Code\Validation3\7_m_Lo\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191007_142400_NeuroImaging_C57J_MN_11_1_5\2;anat_20191007_142400_NeuroImaging_C57J_MN_11_1_5_1.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191007_153421_NeuroImaging_C57J_MN_12_1_2\2;anat_20191007_153421_NeuroImaging_C57J_MN_12_1_2_5.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191011_095247_NeuroImaging_C57J_MN_17_1_2\5;anat_20191011_095247_NeuroImaging_C57J_MN_17_1_2_28.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191011_110743_NeuroImaging_C57J_MN_18_1_2\2;anat_20191011_110743_NeuroImaging_C57J_MN_18_1_2_29.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Aswendt\raw_data\surfacecoil\GV_T3_13_5_1_2_20190809_110751\5;anat_GV_T3_13_5_1_2_20190809_110751_4.png;TRUE;TRUE;FALSE;FALSE;TRUE;3;94_m_As;C:\Users\aswen\Desktop\Code\Validation3\94_m_As\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse111T2w.nii.gz;anat_VanLeeuwen_mouse111T2w_1.png;FALSE;TRUE;TRUE;TRUE;FALSE;3;94_m_Va;C:\Users\aswen\Desktop\Code\Validation3\94_m_Va\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse98T2w.nii.gz;anat_VanLeeuwen_mouse98T2w_60.png;FALSE;TRUE;TRUE;TRUE;FALSE;3;94_m_Va;C:\Users\aswen\Desktop\Code\Validation3\94_m_Va\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190926_132157_NeuroImaging_C57J_MN_07_1_2\2;anat_20190926_132157_NeuroImaging_C57J_MN_07_1_2_61.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190926_143207_NeuroImaging_C57J_MN_08_1_2\2;anat_20190926_143207_NeuroImaging_C57J_MN_08_1_2_65.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190926_154317_NeuroImaging_C57J_MN_09_1_2\2;anat_20190926_154317_NeuroImaging_C57J_MN_09_1_2_69.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191011_095247_NeuroImaging_C57J_MN_17_1_2\8;diff_20191011_095247_NeuroImaging_C57J_MN_17_1_2_14.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190923_100116_NeuroImaging_C57J_MN_02_1_2\6;diff_20190923_100116_NeuroImaging_C57J_MN_02_1_2_21.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190923_100116_NeuroImaging_C57J_MN_02_1_2\8;diff_20190923_100116_NeuroImaging_C57J_MN_02_1_2_22.png;FALSE;TRUE;TRUE;TRUE;FALSE;3;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;diff;
