,FileAddress,SNR Chang,SNR Normal,Displacement factor (std of Mutual information),Goasting
204,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210831_084002_20210831CH_Exp7_009992_1_1\3,26.65063346,20.70085902,0.013731533,FALSE
792,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse162DWI.nii.gz,26.6472157,22.66433958,0.02999136,FALSE
1091,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-56\ses-01\dwi\sub-56_ses-01_acq-2_dwi.nii.gz,26.64721512,26.40020971,0.030400226,FALSE
1002,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-26\ses-02\dwi\sub-26_ses-02_acq-1_dwi.nii.gz,26.64429946,27.47465021,0.025372315,FALSE
863,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse36DWI.nii.gz,26.64175886,12.97726297,0.085127689,TRUE
1069,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-49\ses-01\dwi\sub-49_ses-01_acq-1_dwi.nii.gz,26.62606137,27.52085049,0.029390994,FALSE
896,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse68DWI.nii.gz,26.62279572,13.93728696,0.061338607,FALSE
1078,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-52\ses-01\dwi\sub-52_ses-01_acq-1_dwi.nii.gz,26.6191222,27.30256671,0.035147159,FALSE
1066,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-48\ses-01\dwi\sub-48_ses-01_acq-1_dwi.nii.gz,26.61780616,27.18526506,0.029715876,FALSE
858,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse31DWI.nii.gz,26.61612086,10.44904731,0.029541415,FALSE
264,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_20\brinton_PV_dataset18-15-1-APOE_dti_64Dirs-(E15).nii.gz,26.61260057,31.75188031,0.051314315,FALSE
790,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse160DWI.nii.gz,26.61048807,22.28447385,0.035332384,FALSE
860,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse33DWI.nii.gz,26.60840922,14.94219435,0.023873894,FALSE
891,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse62DWI.nii.gz,26.60721544,11.47195186,0.043564849,FALSE
879,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse51DWI.nii.gz,26.60653561,15.01847713,0.039320973,FALSE
822,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse18DWI.nii.gz,26.6034209,9.150699984,0.049896843,FALSE
800,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse16DWI.nii.gz,26.60094862,10.40984298,0.1057044,FALSE
203,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210831_084002_20210831CH_Exp7_009992_1_1\14,26.59832444,25.47676262,0.007364329,FALSE
983,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-20\ses-01\dwi\sub-20_ses-01_acq-2_dwi.nii.gz,26.59572101,26.02591135,0.037665835,FALSE
218,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210901_084156_20210901CH_Exp7_001000_1_1\11,26.57858581,29.00729463,0.011674086,FALSE
1112,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-63\ses-01\dwi\sub-63_ses-01_acq-2_dwi.nii.gz,26.57414812,21.94253796,0.037079347,FALSE
1125,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-67\ses-02\dwi\sub-67_ses-02_acq-1_dwi.nii.gz,26.57226304,24.18329325,0.027188132,FALSE
894,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse66DWI.nii.gz,26.56850731,14.40645779,0.090181977,FALSE
903,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse75DWI.nii.gz,26.56391295,14.34909564,0.108697405,FALSE
1109,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-62\ses-01\dwi\sub-62_ses-01_acq-2_dwi.nii.gz,26.56027367,25.65808607,0.028316209,FALSE
1128,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-68\ses-02\dwi\sub-68_ses-02_acq-1_dwi.nii.gz,26.55527601,22.08809972,0.029646189,FALSE
839,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse205DWI.nii.gz,26.54915573,15.98222218,0.085910023,FALSE
889,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse60DWI.nii.gz,26.54663134,13.65609199,0.035791352,FALSE
759,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse130DWI.nii.gz,26.53941216,24.75367154,0.05590667,FALSE
1075,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-51\ses-01\dwi\sub-51_ses-01_acq-1_dwi.nii.gz,26.53728821,27.78355726,0.029328379,FALSE
869,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse41DWI.nii.gz,26.53442985,8.866938929,0.048958182,FALSE
1139,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-72\ses-01\dwi\sub-72_ses-01_acq-2_dwi.nii.gz,26.5320353,22.81273758,0.028946903,FALSE
1084,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-54\ses-01\dwi\sub-54_ses-01_acq-1_dwi.nii.gz,26.53026979,26.70262612,0.030035713,FALSE
1080,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-52\ses-02\dwi\sub-52_ses-02_acq-1_dwi.nii.gz,26.52505551,27.58470318,0.030765197,FALSE
795,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse165DWI.nii.gz,26.52117804,21.16907577,0.081600428,FALSE
1115,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-64\ses-01\dwi\sub-64_ses-01_acq-2_dwi.nii.gz,26.50901597,25.41555748,0.038123281,FALSE
897,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse69DWI.nii.gz,26.50561595,11.59530492,0.060028328,FALSE
1045,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-41\ses-01\dwi\sub-41_ses-01_acq-1_dwi.nii.gz,26.49484939,27.11603179,0.02602478,FALSE
1028,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-35\ses-01\dwi\sub-35_ses-01_acq-2_dwi.nii.gz,26.49311355,24.48795354,0.032655696,FALSE
826,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse193DWI.nii.gz,26.48036093,11.30093577,0.045134268,FALSE
1025,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-34\ses-01\dwi\sub-34_ses-01_acq-2_dwi.nii.gz,26.4789877,25.33339385,0.03385711,FALSE
915,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse86DWI.nii.gz,26.47335397,10.51613204,0.081121833,FALSE
870,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse43DWI.nii.gz,26.47170606,13.26796622,0.034602953,FALSE
1007,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-28\ses-01\dwi\sub-28_ses-01_acq-2_dwi.nii.gz,26.46082579,25.07505826,0.033752194,FALSE
944,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-03\ses-01\dwi\sub-03_ses-01_acq-2_dwi.nii.gz,26.45984002,24.90340156,0.031858928,FALSE
488,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N023\ses-1\dwi\sub-N023_ses-1_dwi.nii.gz,26.45577859,29.20533405,0.065869291,FALSE
224,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210901_084209_20210901CH_Exp7_010002_1_1\3,26.45172051,24.06318182,0.022226674,FALSE
1127,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-68\ses-01\dwi\sub-68_ses-01_acq-2_dwi.nii.gz,26.45023363,18.26779285,0.042413471,FALSE
833,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse19DWI.nii.gz,26.44282537,12.58342917,0.070530733,FALSE
871,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse44DWI.nii.gz,26.44154549,14.0477304,0.065112596,FALSE
912,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse83DWI.nii.gz,26.43978103,16.06559491,0.06320579,FALSE
1083,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-53\ses-02\dwi\sub-53_ses-02_acq-1_dwi.nii.gz,26.43953229,25.70917402,0.027807714,FALSE
1087,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-55\ses-01\dwi\sub-55_ses-01_acq-1_dwi.nii.gz,26.43653139,26.75235385,0.031353568,FALSE
811,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse17DWI.nii.gz,26.43608806,13.26181549,0.036510421,FALSE
777,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse148DWI.nii.gz,26.42705613,21.48007321,0.021365344,FALSE
1065,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-47\ses-02\dwi\sub-47_ses-02_acq-1_dwi.nii.gz,26.42684129,24.47304227,0.026227632,FALSE
989,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-22\ses-01\dwi\sub-22_ses-01_acq-2_dwi.nii.gz,26.42681691,25.07046615,0.034456214,FALSE
1145,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-74\ses-01\dwi\sub-74_ses-01_acq-2_dwi.nii.gz,26.42522362,20.31114237,0.026677595,FALSE
810,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse179DWI.nii.gz,26.4214601,12.53173589,0.058424838,FALSE
803,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse172DWI.nii.gz,26.42118451,12.76394826,0.026895804,FALSE
785,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse155DWI.nii.gz,26.41786602,21.19286838,0.091262304,FALSE
945,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-03\ses-02\dwi\sub-03_ses-02_acq-1_dwi.nii.gz,26.41756123,26.27902894,0.030169941,FALSE
938,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-01\ses-01\dwi\sub-01_ses-01_acq-2_dwi.nii.gz,26.41071408,25.64626129,0.028836698,FALSE
794,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse164DWI.nii.gz,26.4028289,14.79696844,0.05438091,FALSE
199,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210831_083718_20210831CH_Exp7_009991_1_1\12,26.40091881,26.41081792,0.005521297,FALSE
1095,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-57\ses-02\dwi\sub-57_ses-02_acq-1_dwi.nii.gz,26.40063985,26.39389638,0.02782938,FALSE
1042,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-40\ses-01\dwi\sub-40_ses-01_acq-1_dwi.nii.gz,26.39904162,26.16343993,0.024235456,FALSE
875,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse48DWI.nii.gz,26.39662284,13.44577183,0.070884757,FALSE
1004,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-27\ses-01\dwi\sub-27_ses-01_acq-2_dwi.nii.gz,26.39598966,25.37536195,0.025689086,FALSE
844,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse20DWI.nii.gz,26.3920325,9.510148848,0.061055161,FALSE
1014,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-30\ses-02\dwi\sub-30_ses-02_acq-1_dwi.nii.gz,26.3884191,25.75718603,0.027941525,FALSE
890,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse61DWI.nii.gz,26.37164908,10.35829752,0.071034702,FALSE
1136,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-71\ses-01\dwi\sub-71_ses-01_acq-2_dwi.nii.gz,26.36692046,23.09167785,0.028785819,FALSE
784,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse154DWI.nii.gz,26.36295945,20.1644422,0.044515532,FALSE
881,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse53DWI.nii.gz,26.36275262,12.77314085,0.024654167,FALSE
223,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\Boehm_Sturm_Reinfarkte\20210901_084209_20210901CH_Exp7_010002_1_1\11,26.36025267,25.02790279,0.004837174,FALSE
793,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse163DWI.nii.gz,26.35820485,15.72376963,0.042269105,FALSE
776,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse147DWI.nii.gz,26.35338152,23.07664563,0.034489699,FALSE
1092,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-56\ses-02\dwi\sub-56_ses-02_acq-1_dwi.nii.gz,26.34805489,25.46739117,0.028959641,FALSE
195,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Boehm-Sturm\BoehmSturm_Zfp_1\Charite_Zfp_1\20170725_081150_20170725CH_Exp6_ZFPtm1a_M12_1_1\3,26.34745998,25.82542608,0.019337399,FALSE
966,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-11\ses-02\dwi\sub-11_ses-02_acq-1_dwi.nii.gz,26.34642775,24.89263253,0.031388957,FALSE
740,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse10DWI.nii.gz,26.34051147,13.68669207,0.059462525,FALSE
1039,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-39\ses-01\dwi\sub-39_ses-01_acq-1_dwi.nii.gz,26.33398934,26.02122076,0.030788415,FALSE
1140,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-72\ses-02\dwi\sub-72_ses-02_acq-1_dwi.nii.gz,26.33340285,24.94938047,0.033696059,FALSE
886,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse58DWI.nii.gz,26.3221335,15.12790573,0.023970997,FALSE
827,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse194DWI.nii.gz,26.31930201,11.88747368,0.069849137,FALSE
1088,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-55\ses-01\dwi\sub-55_ses-01_acq-2_dwi.nii.gz,26.31024378,26.55769765,0.022167422,FALSE
939,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-01\ses-02\dwi\sub-01_ses-02_acq-1_dwi.nii.gz,26.30848407,25.98006047,0.032580922,FALSE
919,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse8DWI.nii.gz,26.30276111,13.10024966,0.050059257,FALSE
864,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse37DWI.nii.gz,26.30175906,10.86833098,0.051857461,FALSE
1146,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-74\ses-02\dwi\sub-74_ses-02_acq-1_dwi.nii.gz,26.29309524,24.99916867,0.033468236,FALSE
812,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse180DWI.nii.gz,26.28899875,10.62286756,0.049268245,FALSE
829,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse196DWI.nii.gz,26.28364576,14.3457756,0.046783883,FALSE
857,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse30DWI.nii.gz,26.27968847,12.49651887,0.041757327,FALSE
787,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse158DWI.nii.gz,26.27960781,20.95577213,0.031171926,FALSE
1093,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-57\ses-01\dwi\sub-57_ses-01_acq-1_dwi.nii.gz,26.27844097,26.4840102,0.02652694,FALSE
1082,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-53\ses-01\dwi\sub-53_ses-01_acq-2_dwi.nii.gz,26.27773917,22.68252323,0.032293952,FALSE
802,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse171DWI.nii.gz,26.2764617,14.55070653,0.068280946,FALSE
775,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse146DWI.nii.gz,26.27349266,19.90537204,0.018216403,FALSE
878,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse50DWI.nii.gz,26.27078625,14.25108071,0.058697984,FALSE
908,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse7DWI.nii.gz,26.26447043,10.37152533,0.071524945,FALSE
1010,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-29\ses-01\dwi\sub-29_ses-01_acq-2_dwi.nii.gz,26.2641172,25.32591369,0.034448718,FALSE
842,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse208DWI.nii.gz,26.25812813,12.21826686,0.077215269,TRUE
1089,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-55\ses-02\dwi\sub-55_ses-02_acq-1_dwi.nii.gz,26.23537185,25.40919737,0.032430847,FALSE
885,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse57DWI.nii.gz,26.23513412,12.92499536,0.0621359,FALSE
1096,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-58\ses-01\dwi\sub-58_ses-01_acq-1_dwi.nii.gz,26.23096902,26.32440964,0.020804744,FALSE
1029,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-35\ses-02\dwi\sub-35_ses-02_acq-1_dwi.nii.gz,26.22702762,24.06932837,0.027443279,FALSE
1106,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-61\ses-01\dwi\sub-61_ses-01_acq-2_dwi.nii.gz,26.2226804,17.89059147,0.02711944,FALSE
796,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse166DWI.nii.gz,26.21926895,13.72235867,0.070446475,TRUE
818,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse186DWI.nii.gz,26.21671363,15.39803345,0.057591987,FALSE
838,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse204DWI.nii.gz,26.19940701,14.13599492,0.072440208,FALSE
258,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_19\brinton_PV_dataset16-11-1-APOE_dti_64Dirs-(E11).nii.gz,26.19718962,30.0487275,0.076977951,FALSE
855,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse29DWI.nii.gz,26.19494294,12.03540173,0.076215246,FALSE
1011,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-29\ses-02\dwi\sub-29_ses-02_acq-1_dwi.nii.gz,26.18661223,22.44548539,0.041130424,FALSE
1064,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-47\ses-01\dwi\sub-47_ses-01_acq-2_dwi.nii.gz,26.18497783,22.71487726,0.023792262,FALSE
1055,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-44\ses-01\dwi\sub-44_ses-01_acq-2_dwi.nii.gz,26.1752302,25.34568025,0.029903087,FALSE
817,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse185DWI.nii.gz,26.17160604,13.76223699,0.059447167,TRUE
1012,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-30\ses-01\dwi\sub-30_ses-01_acq-1_dwi.nii.gz,26.16148104,25.83529118,0.037172561,FALSE
888,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse5DWI.nii.gz,26.15611096,7.050297082,0.031997253,FALSE
1031,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-36\ses-01\dwi\sub-36_ses-01_acq-2_dwi.nii.gz,26.15566168,24.26020444,0.029485479,FALSE
1118,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-65\ses-01\dwi\sub-65_ses-01_acq-2_dwi.nii.gz,26.14541576,17.99556426,0.026101766,FALSE
1056,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-44\ses-02\dwi\sub-44_ses-02_acq-1_dwi.nii.gz,26.14475627,22.33143473,0.027525311,FALSE
819,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse187DWI.nii.gz,26.14087847,12.6216926,0.10720844,TRUE
883,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse55DWI.nii.gz,26.13780408,10.85042034,0.045397549,FALSE
975,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-15\ses-02\dwi\sub-15_ses-02_acq-1_dwi.nii.gz,26.13717737,26.34508468,0.034059742,FALSE
809,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse178DWI.nii.gz,26.13667135,13.73395071,0.029379317,FALSE
1143,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-73\ses-02\dwi\sub-73_ses-02_acq-1_dwi.nii.gz,26.13520207,25.08235996,0.029696091,FALSE
235,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_11\20220625_132143_apoemouse_P3_FZ0270_2_58-06-1-uaDtiEpi_1000-(E6).nii.gz,26.12938047,25.45885846,0.023052398,FALSE
1013,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-30\ses-01\dwi\sub-30_ses-01_acq-2_dwi.nii.gz,26.12617232,25.10951878,0.031899409,FALSE
768,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse13DWI.nii.gz,26.12117926,10.70847031,0.050585169,FALSE
873,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse46DWI.nii.gz,26.11884462,7.051584727,0.040751615,FALSE
880,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse52DWI.nii.gz,26.11282103,11.58530722,0.010136786,FALSE
943,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-03\ses-01\dwi\sub-03_ses-01_acq-1_dwi.nii.gz,26.11202411,26.0764598,0.0322252,FALSE
1113,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-63\ses-02\dwi\sub-63_ses-02_acq-1_dwi.nii.gz,26.11144599,24.98089771,0.022676436,FALSE
1103,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-60\ses-01\dwi\sub-60_ses-01_acq-2_dwi.nii.gz,26.11141432,17.87744805,0.030078188,FALSE
841,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse207DWI.nii.gz,26.11092807,14.72243642,0.05458166,FALSE
