dataset_name,sequence_name,Thresold_ML_Voters,Thresold_Human_Voters,TP,TN,FP,FN,SUM,Precision,Accuracy,Prevalence,Sensitivity-Recall,Specificity,F1 Score,Informedness,Markedness,Diagnostic Odds Ratio,Phi Coefficient,Fowlkes-Mallows Index,Negative Predictive Value,Miss Rate,Fall-out,False Discovery Rate,False Omission Rate,Positive Likelihood Ratio,Negative Likelihood Ratio,Prevalence Threshold,Threat Score
7_m_Ca,diff,4,1,0,12,0,6,18,,0.666666667,0.333333333,0,1,0,0,,inf,0,,0.666666667,1,0,,0.333333333,inf,1,0,0
7_m_Ca,diff,5,1,0,12,0,6,18,,0.666666667,0.333333333,0,1,0,0,,inf,0,,0.666666667,1,0,,0.333333333,inf,1,0,0
7_m_Mi,anat,3,3,0,66,3,7,76,0,0.868421053,0.092105263,0,0.956521739,0,-0.043478261,0,0,-0.064568942,0,0.904109589,1,0.043478261,1,0.095890411,0,1.045454545,0.039473684,0
7_m_Mi,anat,4,3,0,67,2,7,76,0,0.881578947,0.092105263,0,0.971014493,0,-0.028985507,0,0,-0.052362891,0,0.905405405,1,0.028985507,1,0.094594595,0,1.029850746,0.026315789,0
7_m_Ca,anat,2,1,0,12,0,8,20,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_m_Ca,anat,2,2,0,15,0,5,20,,0.75,0.25,0,1,0,0,,inf,0,,0.75,1,0,,0.25,inf,1,0,0
7_m_Ca,anat,3,1,0,12,0,8,20,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_m_Ca,anat,3,2,0,15,0,5,20,,0.75,0.25,0,1,0,0,,inf,0,,0.75,1,0,,0.25,inf,1,0,0
7_m_Ca,anat,4,1,0,12,0,8,20,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_m_Ca,anat,4,2,0,15,0,5,20,,0.75,0.25,0,1,0,0,,inf,0,,0.75,1,0,,0.25,inf,1,0,0
7_m_Ca,anat,5,1,0,12,0,8,20,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_m_Ca,anat,5,2,0,15,0,5,20,,0.75,0.25,0,1,0,0,,inf,0,,0.75,1,0,,0.25,inf,1,0,0
7_m_Lo,anat,1,2,0,96,2,12,110,0,0.872727273,0.109090909,0,0.979591837,0,-0.020408163,0,0,-0.047619048,0,0.888888889,1,0.020408163,1,0.111111111,0,1.020833333,0.018181818,0
7_m_Mi,anat,5,3,0,67,2,7,76,0,0.881578947,0.092105263,0,0.971014493,0,-0.028985507,0,0,-0.052362891,0,0.905405405,1,0.028985507,1,0.094594595,0,1.029850746,0.026315789,0
7_m_Lo,anat,2,2,0,96,2,12,110,0,0.872727273,0.109090909,0,0.979591837,0,-0.020408163,0,0,-0.047619048,0,0.888888889,1,0.020408163,1,0.111111111,0,1.020833333,0.018181818,0
7_m_St,anat,2,3,0,12,1,6,19,0,0.631578947,0.315789474,0,0.923076923,0,-0.076923077,0,0,-0.160128154,0,0.666666667,1,0.076923077,1,0.333333333,0,1.083333333,0.052631579,0
7_m_Lo,anat,3,1,0,82,0,28,110,,0.745454545,0.254545455,0,1,0,0,,inf,0,,0.745454545,1,0,,0.254545455,inf,1,0,0
7_m_Lo,anat,3,2,0,98,0,12,110,,0.890909091,0.109090909,0,1,0,0,,inf,0,,0.890909091,1,0,,0.109090909,inf,1,0,0
7_m_St,anat,3,3,0,12,1,6,19,0,0.631578947,0.315789474,0,0.923076923,0,-0.076923077,0,0,-0.160128154,0,0.666666667,1,0.076923077,1,0.333333333,0,1.083333333,0.052631579,0
7_m_Lo,anat,4,1,0,82,0,28,110,,0.745454545,0.254545455,0,1,0,0,,inf,0,,0.745454545,1,0,,0.254545455,inf,1,0,0
7_m_Lo,anat,4,2,0,98,0,12,110,,0.890909091,0.109090909,0,1,0,0,,inf,0,,0.890909091,1,0,,0.109090909,inf,1,0,0
94_m_As,diff,2,4,0,11,2,1,14,0,0.785714286,0.071428571,0,0.846153846,0,-0.153846154,0,0,-0.113227703,0,0.916666667,1,0.153846154,1,0.083333333,0,1.181818182,0.142857143,0
94_m_As,diff,3,3,0,12,0,2,14,,0.857142857,0.142857143,0,1,0,0,,inf,0,,0.857142857,1,0,,0.142857143,inf,1,0,0
94_m_As,diff,3,4,0,13,0,1,14,,0.928571429,0.071428571,0,1,0,0,,inf,0,,0.928571429,1,0,,0.071428571,inf,1,0,0
94_m_As,diff,4,3,0,12,0,2,14,,0.857142857,0.142857143,0,1,0,0,,inf,0,,0.857142857,1,0,,0.142857143,inf,1,0,0
94_m_As,diff,4,4,0,13,0,1,14,,0.928571429,0.071428571,0,1,0,0,,inf,0,,0.928571429,1,0,,0.071428571,inf,1,0,0
94_m_As,diff,5,3,0,12,0,2,14,,0.857142857,0.142857143,0,1,0,0,,inf,0,,0.857142857,1,0,,0.142857143,inf,1,0,0
7_m_Lo,diff,3,1,0,12,0,24,36,,0.333333333,0.666666667,0,1,0,0,,inf,0,,0.333333333,1,0,,0.666666667,inf,1,0,0
7_m_Lo,diff,3,2,0,20,0,16,36,,0.555555556,0.444444444,0,1,0,0,,inf,0,,0.555555556,1,0,,0.444444444,inf,1,0,0
94_m_As,diff,5,4,0,13,0,1,14,,0.928571429,0.071428571,0,1,0,0,,inf,0,,0.928571429,1,0,,0.071428571,inf,1,0,0
94_m_Va,diff,1,4,0,150,26,21,197,0,0.76142132,0.106598985,0,0.852272727,0,-0.147727273,0,0,-0.13469204,0,0.877192982,1,0.147727273,1,0.122807018,0,1.173333333,0.131979695,0
7_m_Lo,diff,4,1,0,12,0,24,36,,0.333333333,0.666666667,0,1,0,0,,inf,0,,0.333333333,1,0,,0.666666667,inf,1,0,0
7_m_Lo,diff,4,2,0,20,0,16,36,,0.555555556,0.444444444,0,1,0,0,,inf,0,,0.555555556,1,0,,0.444444444,inf,1,0,0
94_m_Va,diff,2,4,0,170,6,21,197,0,0.862944162,0.106598985,0,0.965909091,0,-0.034090909,0,0,-0.061222668,0,0.890052356,1,0.034090909,1,0.109947644,0,1.035294118,0.030456853,0
94_m_Va,diff,3,3,0,153,1,43,197,0,0.776649746,0.218274112,0,0.993506494,0,-0.006493506,0,0,-0.037743818,0,0.780612245,1,0.006493506,1,0.219387755,0,1.006535948,0.005076142,0
7_m_Lo,diff,5,1,0,12,0,24,36,,0.333333333,0.666666667,0,1,0,0,,inf,0,,0.333333333,1,0,,0.666666667,inf,1,0,0
7_m_Lo,diff,5,2,0,20,0,16,36,,0.555555556,0.444444444,0,1,0,0,,inf,0,,0.555555556,1,0,,0.444444444,inf,1,0,0
94_m_Va,diff,3,4,0,175,1,21,197,0,0.888324873,0.106598985,0,0.994318182,0,-0.005681818,0,0,-0.024673189,0,0.892857143,1,0.005681818,1,0.107142857,0,1.005714286,0.005076142,0
94_m_Va,diff,4,3,0,154,0,43,197,,0.781725888,0.218274112,0,1,0,0,,inf,0,,0.781725888,1,0,,0.218274112,inf,1,0,0
7_m_St,anat,4,3,0,13,0,6,19,,0.684210526,0.315789474,0,1,0,0,,inf,0,,0.684210526,1,0,,0.315789474,inf,1,0,0
7_m_Lo,anat,5,1,0,82,0,28,110,,0.745454545,0.254545455,0,1,0,0,,inf,0,,0.745454545,1,0,,0.254545455,inf,1,0,0
7_m_Lo,anat,5,2,0,98,0,12,110,,0.890909091,0.109090909,0,1,0,0,,inf,0,,0.890909091,1,0,,0.109090909,inf,1,0,0
7_m_St,anat,5,3,0,13,0,6,19,,0.684210526,0.315789474,0,1,0,0,,inf,0,,0.684210526,1,0,,0.315789474,inf,1,0,0
7_r_Se,anat,3,3,0,119,1,5,125,0,0.952,0.04,0,0.991666667,0,-0.008333333,0,0,-0.018330889,0,0.959677419,1,0.008333333,1,0.040322581,0,1.008403361,0.008,0
7_m_Mi,anat,2,4,0,72,3,1,76,0,0.947368421,0.013157895,0,0.96,0,-0.04,0,0,-0.023408229,0,0.98630137,1,0.04,1,0.01369863,0,1.041666667,0.039473684,0
7_r_Se,anat,4,3,0,119,1,5,125,0,0.952,0.04,0,0.991666667,0,-0.008333333,0,0,-0.018330889,0,0.959677419,1,0.008333333,1,0.040322581,0,1.008403361,0.008,0
7_m_Mi,anat,3,4,0,72,3,1,76,0,0.947368421,0.013157895,0,0.96,0,-0.04,0,0,-0.023408229,0,0.98630137,1,0.04,1,0.01369863,0,1.041666667,0.039473684,0
7_m_Mi,anat,4,1,0,64,2,10,76,0,0.842105263,0.131578947,0,0.96969697,0,-0.03030303,0,0,-0.063992219,0,0.864864865,1,0.03030303,1,0.135135135,0,1.03125,0.026315789,0
7_m_Mi,anat,4,2,0,64,2,10,76,0,0.842105263,0.131578947,0,0.96969697,0,-0.03030303,0,0,-0.063992219,0,0.864864865,1,0.03030303,1,0.135135135,0,1.03125,0.026315789,0
7_r_Se,anat,5,3,0,120,0,5,125,,0.96,0.04,0,1,0,0,,inf,0,,0.96,1,0,,0.04,inf,1,0,0
7_m_Mi,anat,4,4,0,73,2,1,76,0,0.960526316,0.013157895,0,0.973333333,0,-0.026666667,0,0,-0.01898316,0,0.986486486,1,0.026666667,1,0.013513514,0,1.02739726,0.026315789,0
7_m_Mi,anat,5,1,0,64,2,10,76,0,0.842105263,0.131578947,0,0.96969697,0,-0.03030303,0,0,-0.063992219,0,0.864864865,1,0.03030303,1,0.135135135,0,1.03125,0.026315789,0
7_m_Mi,anat,5,2,0,64,2,10,76,0,0.842105263,0.131578947,0,0.96969697,0,-0.03030303,0,0,-0.063992219,0,0.864864865,1,0.03030303,1,0.135135135,0,1.03125,0.026315789,0
94c_m_As,anat,1,3,0,12,3,1,16,0,0.75,0.0625,0,0.8,0,-0.2,0,0,-0.124034735,0,0.923076923,1,0.2,1,0.076923077,0,1.25,0.1875,0
7_m_Mi,anat,5,4,0,73,2,1,76,0,0.960526316,0.013157895,0,0.973333333,0,-0.026666667,0,0,-0.01898316,0,0.986486486,1,0.026666667,1,0.013513514,0,1.02739726,0.026315789,0
7_m_Se,anat,1,2,0,82,10,8,100,0,0.82,0.08,0,0.891304348,0,-0.108695652,0,0,-0.098294637,0,0.911111111,1,0.108695652,1,0.088888889,0,1.12195122,0.1,0
94c_m_As,anat,2,3,0,13,2,1,16,0,0.8125,0.0625,0,0.866666667,0,-0.133333333,0,0,-0.097590007,0,0.928571429,1,0.133333333,1,0.071428571,0,1.153846154,0.125,0
7_m_Se,anat,2,2,0,88,4,8,100,0,0.88,0.08,0,0.956521739,0,-0.043478261,0,0,-0.060192927,0,0.916666667,1,0.043478261,1,0.083333333,0,1.045454545,0.04,0
94c_m_As,anat,3,3,0,15,0,1,16,,0.9375,0.0625,0,1,0,0,,inf,0,,0.9375,1,0,,0.0625,inf,1,0,0
7_m_Se,anat,3,2,0,89,3,8,100,0,0.89,0.08,0,0.967391304,0,-0.032608696,0,0,-0.051859203,0,0.917525773,1,0.032608696,1,0.082474227,0,1.033707865,0.03,0
94c_m_As,anat,4,3,0,15,0,1,16,,0.9375,0.0625,0,1,0,0,,inf,0,,0.9375,1,0,,0.0625,inf,1,0,0
7_m_Se,anat,4,1,0,72,0,28,100,,0.72,0.28,0,1,0,0,,inf,0,,0.72,1,0,,0.28,inf,1,0,0
7_m_Se,anat,4,2,0,92,0,8,100,,0.92,0.08,0,1,0,0,,inf,0,,0.92,1,0,,0.08,inf,1,0,0
7_m_Se,anat,5,1,0,72,0,28,100,,0.72,0.28,0,1,0,0,,inf,0,,0.72,1,0,,0.28,inf,1,0,0
7_m_Mi,diff,1,1,0,29,5,4,38,0,0.763157895,0.105263158,0,0.852941176,0,-0.147058824,0,0,-0.133511467,0,0.878787879,1,0.147058824,1,0.121212121,0,1.172413793,0.131578947,0
94_m_Va,diff,4,4,0,176,0,21,197,,0.893401015,0.106598985,0,1,0,0,,inf,0,,0.893401015,1,0,,0.106598985,inf,1,0,0
94_m_Va,diff,5,3,0,154,0,43,197,,0.781725888,0.218274112,0,1,0,0,,inf,0,,0.781725888,1,0,,0.218274112,inf,1,0,0
94_m_Va,diff,5,4,0,176,0,21,197,,0.893401015,0.106598985,0,1,0,0,,inf,0,,0.893401015,1,0,,0.106598985,inf,1,0,0
7_m_Mi,diff,2,1,0,33,1,4,38,0,0.868421053,0.105263158,0,0.970588235,0,-0.029411765,0,0,-0.056388387,0,0.891891892,1,0.029411765,1,0.108108108,0,1.03030303,0.026315789,0
94_r_We,diff,2,3,0,29,2,1,32,0,0.90625,0.03125,0,0.935483871,0,-0.064516129,0,0,-0.04637389,0,0.966666667,1,0.064516129,1,0.033333333,0,1.068965517,0.0625,0
94_r_We,diff,3,3,0,30,1,1,32,0,0.9375,0.03125,0,0.967741935,0,-0.032258065,0,0,-0.032258065,0,0.967741935,1,0.032258065,1,0.032258065,0,1.033333333,0.03125,0
94_r_We,diff,4,3,0,31,0,1,32,,0.96875,0.03125,0,1,0,0,,inf,0,,0.96875,1,0,,0.03125,inf,1,0,0
7_m_Mi,diff,3,1,0,33,1,4,38,0,0.868421053,0.105263158,0,0.970588235,0,-0.029411765,0,0,-0.056388387,0,0.891891892,1,0.029411765,1,0.108108108,0,1.03030303,0.026315789,0
94_r_We,diff,5,3,0,31,0,1,32,,0.96875,0.03125,0,1,0,0,,inf,0,,0.96875,1,0,,0.03125,inf,1,0,0
7_m_Mi,diff,4,1,0,34,0,4,38,,0.894736842,0.105263158,0,1,0,0,,inf,0,,0.894736842,1,0,,0.105263158,inf,1,0,0
7_m_Mi,diff,5,1,0,34,0,4,38,,0.894736842,0.105263158,0,1,0,0,,inf,0,,0.894736842,1,0,,0.105263158,inf,1,0,0
7_m_Se,anat,5,2,0,92,0,8,100,,0.92,0.08,0,1,0,0,,inf,0,,0.92,1,0,,0.08,inf,1,0,0
7_m_St,anat,2,2,0,10,1,8,19,0,0.526315789,0.421052632,0,0.909090909,0,-0.090909091,0,0,-0.201007563,0,0.555555556,1,0.090909091,1,0.444444444,0,1.1,0.052631579,0
94c_m_As,anat,5,3,0,15,0,1,16,,0.9375,0.0625,0,1,0,0,,inf,0,,0.9375,1,0,,0.0625,inf,1,0,0
7_m_St,anat,2,4,0,15,1,3,19,0,0.789473684,0.157894737,0,0.9375,0,-0.0625,0,0,-0.102062073,0,0.833333333,1,0.0625,1,0.166666667,0,1.066666667,0.052631579,0
7_m_St,anat,3,2,0,10,1,8,19,0,0.526315789,0.421052632,0,0.909090909,0,-0.090909091,0,0,-0.201007563,0,0.555555556,1,0.090909091,1,0.444444444,0,1.1,0.052631579,0
94_m_Va,anat,1,3,0,53,8,1,62,0,0.85483871,0.016129032,0,0.868852459,0,-0.131147541,0,0,-0.049281418,0,0.981481481,1,0.131147541,1,0.018518519,0,1.150943396,0.129032258,0
7_m_St,anat,3,4,0,15,1,3,19,0,0.789473684,0.157894737,0,0.9375,0,-0.0625,0,0,-0.102062073,0,0.833333333,1,0.0625,1,0.166666667,0,1.066666667,0.052631579,0
7_m_St,anat,4,1,0,7,0,12,19,,0.368421053,0.631578947,0,1,0,0,,inf,0,,0.368421053,1,0,,0.631578947,inf,1,0,0
7_m_St,anat,4,2,0,11,0,8,19,,0.578947368,0.421052632,0,1,0,0,,inf,0,,0.578947368,1,0,,0.421052632,inf,1,0,0
94_m_Va,anat,2,3,0,58,3,1,62,0,0.935483871,0.016129032,0,0.950819672,0,-0.049180328,0,0,-0.028871524,0,0.983050847,1,0.049180328,1,0.016949153,0,1.051724138,0.048387097,0
7_m_St,anat,4,4,0,16,0,3,19,,0.842105263,0.157894737,0,1,0,0,,inf,0,,0.842105263,1,0,,0.157894737,inf,1,0,0
7_m_St,anat,5,1,0,7,0,12,19,,0.368421053,0.631578947,0,1,0,0,,inf,0,,0.368421053,1,0,,0.631578947,inf,1,0,0
7_m_St,anat,5,2,0,11,0,8,19,,0.578947368,0.421052632,0,1,0,0,,inf,0,,0.578947368,1,0,,0.421052632,inf,1,0,0
94_m_Va,anat,3,3,0,59,2,1,62,0,0.951612903,0.016129032,0,0.967213115,0,-0.032786885,0,0,-0.023376229,0,0.983333333,1,0.032786885,1,0.016666667,0,1.033898305,0.032258065,0
7_m_St,anat,5,4,0,16,0,3,19,,0.842105263,0.157894737,0,1,0,0,,inf,0,,0.842105263,1,0,,0.157894737,inf,1,0,0
94_m_Va,anat,4,3,0,61,0,1,62,,0.983870968,0.016129032,0,1,0,0,,inf,0,,0.983870968,1,0,,0.016129032,inf,1,0,0
7_rab_Mu,anat,2,2,0,19,1,4,24,0,0.791666667,0.166666667,0,0.95,0,-0.05,0,0,-0.093250481,0,0.826086957,1,0.05,1,0.173913043,0,1.052631579,0.041666667,0
94_m_Va,anat,5,3,0,61,0,1,62,,0.983870968,0.016129032,0,1,0,0,,inf,0,,0.983870968,1,0,,0.016129032,inf,1,0,0
7_rab_Mu,anat,3,2,0,19,1,4,24,0,0.791666667,0.166666667,0,0.95,0,-0.05,0,0,-0.093250481,0,0.826086957,1,0.05,1,0.173913043,0,1.052631579,0.041666667,0
7_m_Se,diff,2,2,0,68,4,28,100,0,0.68,0.28,0,0.944444444,0,-0.055555556,0,0,-0.127293769,0,0.708333333,1,0.055555556,1,0.291666667,0,1.058823529,0.04,0
7_m_Se,diff,3,2,0,71,1,28,100,0,0.71,0.28,0,0.986111111,0,-0.013888889,0,0,-0.062675119,0,0.717171717,1,0.013888889,1,0.282828283,0,1.014084507,0.01,0
7_m_Se,diff,4,1,0,20,0,80,100,,0.2,0.8,0,1,0,0,,inf,0,,0.2,1,0,,0.8,inf,1,0,0
7_m_Se,diff,4,2,0,72,0,28,100,,0.72,0.28,0,1,0,0,,inf,0,,0.72,1,0,,0.28,inf,1,0,0
7_m_Se,diff,5,1,0,20,0,80,100,,0.2,0.8,0,1,0,0,,inf,0,,0.2,1,0,,0.8,inf,1,0,0
7_m_Se,diff,5,2,0,72,0,28,100,,0.72,0.28,0,1,0,0,,inf,0,,0.72,1,0,,0.28,inf,1,0,0
94_m_We,func,4,5,0,144,4,23,171,0,0.842105263,0.134502924,0,0.972972973,0,-0.027027027,0,0,-0.061010533,0,0.862275449,1,0.027027027,1,0.137724551,0,1.027777778,0.023391813,0
7_rab_Mu,anat,4,1,0,15,0,9,24,,0.625,0.375,0,1,0,0,,inf,0,,0.625,1,0,,0.375,inf,1,0,0
7_rab_Mu,anat,4,2,0,20,0,4,24,,0.833333333,0.166666667,0,1,0,0,,inf,0,,0.833333333,1,0,,0.166666667,inf,1,0,0
7_rab_Mu,anat,5,1,0,15,0,9,24,,0.625,0.375,0,1,0,0,,inf,0,,0.625,1,0,,0.375,inf,1,0,0
7_rab_Mu,anat,5,2,0,20,0,4,24,,0.833333333,0.166666667,0,1,0,0,,inf,0,,0.833333333,1,0,,0.166666667,inf,1,0,0
7_r_Se,anat,3,1,0,102,1,22,125,0,0.816,0.176,0,0.990291262,0,-0.009708738,0,0,-0.041503229,0,0.822580645,1,0.009708738,1,0.177419355,0,1.009803922,0.008,0
7_r_Se,anat,3,2,0,116,1,8,125,0,0.928,0.064,0,0.991452991,0,-0.008547009,0,0,-0.023482332,0,0.935483871,1,0.008547009,1,0.064516129,0,1.00862069,0.008,0
94_m_We,func,5,4,0,148,0,23,171,,0.865497076,0.134502924,0,1,0,0,,inf,0,,0.865497076,1,0,,0.134502924,inf,1,0,0
7_r_Se,anat,3,4,0,122,1,2,125,0,0.976,0.016,0,0.991869919,0,-0.008130081,0,0,-0.011451216,0,0.983870968,1,0.008130081,1,0.016129032,0,1.008196721,0.008,0
7_r_Se,anat,4,1,0,102,1,22,125,0,0.816,0.176,0,0.990291262,0,-0.009708738,0,0,-0.041503229,0,0.822580645,1,0.009708738,1,0.177419355,0,1.009803922,0.008,0
7_r_Se,anat,4,2,0,116,1,8,125,0,0.928,0.064,0,0.991452991,0,-0.008547009,0,0,-0.023482332,0,0.935483871,1,0.008547009,1,0.064516129,0,1.00862069,0.008,0
94_m_We,func,5,5,0,148,0,23,171,,0.865497076,0.134502924,0,1,0,0,,inf,0,,0.865497076,1,0,,0.134502924,inf,1,0,0
7_r_Se,anat,4,4,0,122,1,2,125,0,0.976,0.016,0,0.991869919,0,-0.008130081,0,0,-0.011451216,0,0.983870968,1,0.008130081,1,0.016129032,0,1.008196721,0.008,0
7_r_Se,anat,5,1,0,103,0,22,125,,0.824,0.176,0,1,0,0,,inf,0,,0.824,1,0,,0.176,inf,1,0,0
7_r_Se,anat,5,2,0,117,0,8,125,,0.936,0.064,0,1,0,0,,inf,0,,0.936,1,0,,0.064,inf,1,0,0
94_r_Fr,anat,1,3,0,636,82,3,721,0,0.882108183,0.004160888,0,0.885793872,0,-0.114206128,0,0,-0.023155539,0,0.995305164,1,0.114206128,1,0.004694836,0,1.128930818,0.113730929,0
7_r_Se,anat,5,4,0,123,0,2,125,,0.984,0.016,0,1,0,0,,inf,0,,0.984,1,0,,0.016,inf,1,0,0
7_r_So,anat,1,1,0,17,4,4,25,0,0.68,0.16,0,0.80952381,0,-0.19047619,0,0,-0.19047619,0,0.80952381,1,0.19047619,1,0.19047619,0,1.235294118,0.16,0
7_r_So,anat,1,2,0,20,4,1,25,0,0.8,0.04,0,0.833333333,0,-0.166666667,0,0,-0.089087081,0,0.952380952,1,0.166666667,1,0.047619048,0,1.2,0.16,0
94_r_Fr,anat,2,3,0,691,27,3,721,0,0.958391123,0.004160888,0,0.962395543,0,-0.037604457,0,0,-0.012749717,0,0.995677233,1,0.037604457,1,0.004322767,0,1.039073806,0.037447989,0
7_r_So,anat,2,1,0,19,2,4,25,0,0.76,0.16,0,0.904761905,0,-0.095238095,0,0,-0.12869789,0,0.826086957,1,0.095238095,1,0.173913043,0,1.105263158,0.08,0
7_r_So,anat,2,2,0,22,2,1,25,0,0.88,0.04,0,0.916666667,0,-0.083333333,0,0,-0.060192927,0,0.956521739,1,0.083333333,1,0.043478261,0,1.090909091,0.08,0
94_r_Fr,anat,3,3,0,702,16,3,721,0,0.973647712,0.004160888,0,0.977715877,0,-0.022284123,0,0,-0.009737867,0,0.995744681,1,0.022284123,1,0.004255319,0,1.022792023,0.022191401,0
7_r_So,anat,3,1,0,21,0,4,25,,0.84,0.16,0,1,0,0,,inf,0,,0.84,1,0,,0.16,inf,1,0,0
7_r_So,anat,3,2,0,24,0,1,25,,0.96,0.04,0,1,0,0,,inf,0,,0.96,1,0,,0.04,inf,1,0,0
7_r_So,anat,4,1,0,21,0,4,25,,0.84,0.16,0,1,0,0,,inf,0,,0.84,1,0,,0.16,inf,1,0,0
7_r_So,anat,4,2,0,24,0,1,25,,0.96,0.04,0,1,0,0,,inf,0,,0.96,1,0,,0.04,inf,1,0,0
7_r_So,anat,5,1,0,21,0,4,25,,0.84,0.16,0,1,0,0,,inf,0,,0.84,1,0,,0.16,inf,1,0,0
7_r_So,anat,5,2,0,24,0,1,25,,0.96,0.04,0,1,0,0,,inf,0,,0.96,1,0,,0.04,inf,1,0,0
94c_m_As,anat,1,1,0,10,3,3,16,0,0.625,0.1875,0,0.769230769,0,-0.230769231,0,0,-0.230769231,0,0.769230769,1,0.230769231,1,0.230769231,0,1.3,0.1875,0
94c_m_As,anat,1,2,0,12,3,1,16,0,0.75,0.0625,0,0.8,0,-0.2,0,0,-0.124034735,0,0.923076923,1,0.2,1,0.076923077,0,1.25,0.1875,0
94_r_Fr,anat,4,3,0,713,5,3,721,0,0.9889043,0.004160888,0,0.993036212,0,-0.006963788,0,0,-0.005401656,0,0.995810056,1,0.006963788,1,0.004189944,0,1.007012623,0.006934813,0
94c_m_As,anat,2,1,0,11,2,3,16,0,0.6875,0.1875,0,0.846153846,0,-0.153846154,0,0,-0.18156826,0,0.785714286,1,0.153846154,1,0.214285714,0,1.181818182,0.125,0
94c_m_As,anat,2,2,0,13,2,1,16,0,0.8125,0.0625,0,0.866666667,0,-0.133333333,0,0,-0.097590007,0,0.928571429,1,0.133333333,1,0.071428571,0,1.153846154,0.125,0
94_r_Fr,anat,5,3,0,717,1,3,721,0,0.99445215,0.004160888,0,0.998607242,0,-0.001392758,0,0,-0.002408974,0,0.995833333,1,0.001392758,1,0.004166667,0,1.0013947,0.001386963,0
94c_m_As,anat,3,1,0,13,0,3,16,,0.8125,0.1875,0,1,0,0,,inf,0,,0.8125,1,0,,0.1875,inf,1,0,0
94c_m_As,anat,3,2,0,15,0,1,16,,0.9375,0.0625,0,1,0,0,,inf,0,,0.9375,1,0,,0.0625,inf,1,0,0
94c_m_As,anat,4,1,0,13,0,3,16,,0.8125,0.1875,0,1,0,0,,inf,0,,0.8125,1,0,,0.1875,inf,1,0,0
94c_m_As,anat,4,2,0,15,0,1,16,,0.9375,0.0625,0,1,0,0,,inf,0,,0.9375,1,0,,0.0625,inf,1,0,0
94c_m_As,anat,5,1,0,13,0,3,16,,0.8125,0.1875,0,1,0,0,,inf,0,,0.8125,1,0,,0.1875,inf,1,0,0
94c_m_As,anat,5,2,0,15,0,1,16,,0.9375,0.0625,0,1,0,0,,inf,0,,0.9375,1,0,,0.0625,inf,1,0,0
94_g_We,anat,1,1,0,42,7,11,60,0,0.7,0.183333333,0,0.857142857,0,-0.142857143,0,0,-0.17219058,0,0.79245283,1,0.142857143,1,0.20754717,0,1.166666667,0.116666667,0
7_rab_Mu,diff,1,2,0,19,4,1,24,0,0.791666667,0.041666667,0,0.826086957,0,-0.173913043,0,0,-0.093250481,0,0.95,1,0.173913043,1,0.05,0,1.210526316,0.166666667,0
7_rab_Mu,diff,2,1,0,16,2,6,24,0,0.666666667,0.25,0,0.888888889,0,-0.111111111,0,0,-0.174077656,0,0.727272727,1,0.111111111,1,0.272727273,0,1.125,0.083333333,0
7_rab_Mu,diff,2,2,0,21,2,1,24,0,0.875,0.041666667,0,0.913043478,0,-0.086956522,0,0,-0.062869461,0,0.954545455,1,0.086956522,1,0.045454545,0,1.095238095,0.083333333,0
7_rab_Mu,diff,3,1,0,16,2,6,24,0,0.666666667,0.25,0,0.888888889,0,-0.111111111,0,0,-0.174077656,0,0.727272727,1,0.111111111,1,0.272727273,0,1.125,0.083333333,0
7_rab_Mu,diff,3,2,0,21,2,1,24,0,0.875,0.041666667,0,0.913043478,0,-0.086956522,0,0,-0.062869461,0,0.954545455,1,0.086956522,1,0.045454545,0,1.095238095,0.083333333,0
7_rab_Mu,diff,4,1,0,17,1,6,24,0,0.708333333,0.25,0,0.944444444,0,-0.055555556,0,0,-0.120385853,0,0.739130435,1,0.055555556,1,0.260869565,0,1.058823529,0.041666667,0
7_rab_Mu,diff,4,2,0,22,1,1,24,0,0.916666667,0.041666667,0,0.956521739,0,-0.043478261,0,0,-0.043478261,0,0.956521739,1,0.043478261,1,0.043478261,0,1.045454545,0.041666667,0
7_rab_Mu,diff,5,1,0,18,0,6,24,,0.75,0.25,0,1,0,0,,inf,0,,0.75,1,0,,0.25,inf,1,0,0
7_rab_Mu,diff,5,2,0,23,0,1,24,,0.958333333,0.041666667,0,1,0,0,,inf,0,,0.958333333,1,0,,0.041666667,inf,1,0,0
94_g_We,anat,1,2,0,50,7,3,60,0,0.833333333,0.05,0,0.877192982,0,-0.122807018,0,0,-0.0833747,0,0.943396226,1,0.122807018,1,0.056603774,0,1.14,0.116666667,0
94_g_We,anat,2,1,0,46,3,11,60,0,0.766666667,0.183333333,0,0.93877551,0,-0.06122449,0,0,-0.108697987,0,0.807017544,1,0.06122449,1,0.192982456,0,1.065217391,0.05,0
94_g_We,anat,2,2,0,54,3,3,60,0,0.9,0.05,0,0.947368421,0,-0.052631579,0,0,-0.052631579,0,0.947368421,1,0.052631579,1,0.052631579,0,1.055555556,0.05,0
94_g_We,anat,3,1,0,49,0,11,60,,0.816666667,0.183333333,0,1,0,0,,inf,0,,0.816666667,1,0,,0.183333333,inf,1,0,0
